Période,Produit,Sous-Type de Produit/Catégorie/Article,Mode de Transport,Origine,Destination,Port,Activité,Unité,Valeurs
1988Q2,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,2.062021978
1988Q2,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,2.735659341
1988Q2,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,4.463802198
1988Q2,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,6.631494505
1988Q2,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1988Q2,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,36.23991209
1988Q2,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.496
1988Q2,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,5.066274725
1988Q3,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1988Q3,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,3.458141304
1988Q3,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1988Q3,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1988Q3,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1988Q3,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,2.906391304
1988Q3,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,4.592097826
1988Q3,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,0.9203369565
1988Q3,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,7.0565
1988Q3,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,3.445282609
1988Q3,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,40.65873913
1988Q3,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,1.49426087
1988Q3,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,9.107967391
1988Q4,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1988Q4,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1988Q4,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0.9406413043
1988Q4,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1988Q4,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1988Q4,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.069195652
1988Q4,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,11.76336957
1988Q4,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,5.641402174
1988Q4,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,3.760869565
1988Q4,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,3.208315217
1988Q4,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,36.33926087
1988Q4,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.004706522
1988Q4,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,2.380576087
1989Q1,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1989Q1,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1989Q1,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,1.095766667
1989Q1,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1989Q1,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1989Q1,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.824022222
1989Q1,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,10.3232
1989Q1,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,8.149288889
1989Q1,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.555555556
1989Q1,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1989Q1,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,36.4838
1989Q1,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.277977778
1989Q1,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,3.885877778
1989Q2,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,1.011
1989Q2,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,3.406593407
1989Q2,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,1.010989011
1989Q2,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1989Q2,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1989Q2,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.083087912
1989Q2,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,11.19608791
1989Q2,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,12.42037363
1989Q2,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,3.428571429
1989Q2,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1989Q2,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,29.81587912
1989Q2,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,4.441120879
1989Q2,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,6.042186813
1989Q3,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1989Q3,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,7.588076087
1989Q3,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,2.09948913
1989Q3,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1989Q3,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1989Q3,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.612945652
1989Q3,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,6.089456522
1989Q3,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,17.17648913
1989Q3,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.094304348
1989Q3,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1989Q3,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,20.57358696
1989Q3,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,7.244271739
1989Q3,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,7.204021739
1989Q4,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1989Q4,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1989Q4,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,4.279271739
1989Q4,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1989Q4,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1989Q4,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,2.637597826
1989Q4,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,11.28026087
1989Q4,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,8.88473913
1989Q4,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,4.156521739
1989Q4,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1989Q4,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,39.94882609
1989Q4,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.599097826
1989Q4,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,3.680402174
1990Q1,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1990Q1,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1990Q1,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,3.470922222
1990Q1,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1990Q1,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1990Q1,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.200788889
1990Q1,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,8.668833333
1990Q1,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,13.25614444
1990Q1,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,2.740566667
1990Q1,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.971666667
1990Q1,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,1.0273
1990Q1,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,41.01275556
1990Q1,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,5.232488889
1990Q1,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,4.771766667
1990Q2,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,1.860428571
1990Q2,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1990Q2,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,2.287472527
1990Q2,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1990Q2,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1990Q2,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,0.6176703297
1990Q2,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,8.745956044
1990Q2,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,19.97004396
1990Q2,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,1.691791209
1990Q2,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.992681319
1990Q2,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1990Q2,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,26.45674725
1990Q2,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.494714286
1990Q2,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,3.498703297
1990Q3,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,3.202206522
1990Q3,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1990Q3,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,1.17701087
1990Q3,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1990Q3,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1990Q3,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,2.239228261
1990Q3,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,5.227663043
1990Q3,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,19.70656522
1990Q3,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,4.678043478
1990Q3,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,11.63542391
1990Q3,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,1.09125
1990Q3,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,28.31798913
1990Q3,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,2.141619565
1990Q3,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,5.980554348
1990Q4,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,3.802054348
1990Q4,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,8.617521739
1990Q4,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,22.24790217
1990Q4,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,10.02507609
1990Q4,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1990Q4,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,38.31855435
1990Q4,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,1.49423913
1990Q4,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,4.099619565
1991Q1,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1991Q1,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1991Q1,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1991Q1,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1991Q1,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1991Q1,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.298155556
1991Q1,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,8.702055556
1991Q1,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,27.86706667
1991Q1,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,1.733066667
1991Q1,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,12.33828889
1991Q1,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,1.938033333
1991Q1,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,27.26402222
1991Q1,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,1.175388889
1991Q1,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,2.593255556
1991Q2,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,4.041087912
1991Q2,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,3.31532967
1991Q2,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,16.36948352
1991Q2,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,3.397725275
1991Q2,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.827208791
1991Q2,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1991Q2,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,25.88969231
1991Q2,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.2925604396
1991Q2,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,5.389516484
1991Q3,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,1.8675
1991Q3,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,1.016815217
1991Q3,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1991Q3,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1991Q3,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1991Q3,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,2.556923913
1991Q3,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,9.870206522
1991Q3,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,22.90191304
1991Q3,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,2.656347826
1991Q3,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,9.296630435
1991Q3,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1991Q3,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,36.61366304
1991Q3,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.993826087
1991Q3,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,9.481826087
1991Q4,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,1.047021739
1991Q4,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1991Q4,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1991Q4,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1991Q4,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1991Q4,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.615869565
1991Q4,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,11.46081522
1991Q4,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,28.51372826
1991Q4,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,0.427826087
1991Q4,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,15.80816304
1991Q4,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1991Q4,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,31.49871739
1991Q4,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.1485
1991Q4,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,5.222347826
1992Q1,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,1.629681319
1992Q1,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,6.350648352
1992Q1,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,27.3361978
1992Q1,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,10.39286813
1992Q1,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1992Q1,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,28.22492308
1992Q1,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.2478021978
1992Q1,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,4.30356044
1992Q2,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0.8865494505
1992Q2,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,0
1992Q2,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1992Q2,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1992Q2,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1992Q2,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,5.758868132
1992Q2,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,5.320274725
1992Q2,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,22.97526374
1992Q2,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,1.721186813
1992Q2,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,8.914098901
1992Q2,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1992Q2,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,20.65930769
1992Q2,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.8633296703
1992Q2,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,7.225604396
1992Q3,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,2.962021739
1992Q3,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,2.232336957
1992Q3,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1992Q3,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1992Q3,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1992Q3,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,5.741652174
1992Q3,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,9.464771739
1992Q3,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,22.16270652
1992Q3,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,0
1992Q3,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,13.41151087
1992Q3,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1992Q3,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,22.88056522
1992Q3,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,1.745304348
1992Q3,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,5.433086957
1992Q4,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1992Q4,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,2.796663043
1992Q4,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1992Q4,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1992Q4,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1992Q4,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,6.521923913
1992Q4,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,12.05684783
1992Q4,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,21.93232609
1992Q4,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,1.14325
1992Q4,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,15.49130435
1992Q4,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1992Q4,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,23.34636957
1992Q4,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.4376847826
1992Q4,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,2.602391304
1993Q1,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,4.622444444
1993Q1,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,1.050988889
1993Q1,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1993Q1,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
1993Q1,Crude Oil,N/A,N/A,Libya,Canada,N/A,Imports,thousand m3/d,0
1993Q1,Crude Oil,N/A,N/A,Mexico,Canada,N/A,Imports,thousand m3/d,4.597466667
1993Q1,Crude Oil,N/A,N/A,Nigeria,Canada,N/A,Imports,thousand m3/d,11.70911111
1993Q1,Crude Oil,N/A,N/A,Norway,Canada,N/A,Imports,thousand m3/d,25.07726667
1993Q1,Crude Oil,N/A,N/A,Other countries,Canada,N/A,Imports,thousand m3/d,2.437966667
1993Q1,Crude Oil,N/A,N/A,Saudi Arabia,Canada,N/A,Imports,thousand m3/d,12.146
1993Q1,Crude Oil,N/A,N/A,United Arab Emirates,Canada,N/A,Imports,thousand m3/d,0
1993Q1,Crude Oil,N/A,N/A,United Kingdom,Canada,N/A,Imports,thousand m3/d,28.32873333
1993Q1,Crude Oil,N/A,N/A,United States,Canada,N/A,Imports,thousand m3/d,0.3100222222
1993Q1,Crude Oil,N/A,N/A,Venezuela,Canada,N/A,Imports,thousand m3/d,4.203911111
1993Q2,Crude Oil,N/A,N/A,Algeria,Canada,N/A,Imports,thousand m3/d,0
1993Q2,Crude Oil,N/A,N/A,Iran,Canada,N/A,Imports,thousand m3/d,6.264659341
1993Q2,Crude Oil,N/A,N/A,Iraq,Canada,N/A,Imports,thousand m3/d,0
1993Q2,Crude Oil,N/A,N/A,Kuwait,Canada,N/A,Imports,thousand m3/d,0
