Période,Produit,Sous-Type de Produit/Catégorie/Article,Mode de Transport,Origine,Destination,Port,Activité,Unité,Valeurs
2007Q4,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,20519376.24
2007Q4,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,74.41307708
2007Q4,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,MW.h,3899
2007Q4,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$,273183.93
2007Q4,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$/MW.h,70.06512696
2007Q4,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,MW.h,76
2007Q4,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,CAN$,5940.63
2007Q4,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,CAN$/MW.h,78.16618421
2007Q4,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,MW.h,258
2007Q4,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,CAN$,13449.87
2007Q4,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,CAN$/MW.h,52.13127907
2007Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,1225420
2007Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,60459069.55
2007Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,49.3374268
2007Q4,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,MW.h,20929
2007Q4,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$,969686.99
2007Q4,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$/MW.h,46.33221798
2007Q4,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,MW.h,7184
2007Q4,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,CAN$,785655.24
2007Q4,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,CAN$/MW.h,109.3618096
2007Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,698637
2007Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,39286526.93
2007Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,56.23310379
2007Q4,Electricity,N/A,N/A,Missouri,Ontario,N/A,Imports,MW.h,300
2007Q4,Electricity,N/A,N/A,Missouri,Ontario,N/A,Imports,CAN$,6401.44
2007Q4,Electricity,N/A,N/A,Missouri,Ontario,N/A,Imports,CAN$/MW.h,21.33813333
2007Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,31016
2007Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,1349770.64
2007Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,43.51852721
2007Q4,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,MW.h,123
2007Q4,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,CAN$,1890.62
2007Q4,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,CAN$/MW.h,15.37089431
2007Q4,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,MW.h,15249
2007Q4,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$,513406.44
2007Q4,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$/MW.h,33.66820382
2007Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,MW.h,16234
2007Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$,1860076.62
2007Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$/MW.h,114.5790699
2007Q4,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,MW.h,30494
2007Q4,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$,832334.91
2007Q4,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$/MW.h,27.2950387
2007Q4,Electricity,N/A,N/A,New York,Alberta,N/A,Imports,MW.h,624
2007Q4,Electricity,N/A,N/A,New York,Alberta,N/A,Imports,CAN$,41949.98
2007Q4,Electricity,N/A,N/A,New York,Alberta,N/A,Imports,CAN$/MW.h,67.22753205
2007Q4,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,MW.h,3202
2007Q4,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,CAN$,219270.61
2007Q4,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,CAN$/MW.h,68.47926608
2007Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,MW.h,381610
2007Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$,19960103
2007Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$/MW.h,52.30497891
2007Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,MW.h,338761
2007Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$,24749296.55
2007Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$/MW.h,73.05828165
2007Q4,Electricity,N/A,N/A,North Dakota,Alberta,N/A,Imports,MW.h,19547
2007Q4,Electricity,N/A,N/A,North Dakota,Alberta,N/A,Imports,CAN$,1115817.76
2007Q4,Electricity,N/A,N/A,North Dakota,Alberta,N/A,Imports,CAN$/MW.h,57.08383691
2007Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,MW.h,84618
2007Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$,2750055.32
2007Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$/MW.h,32.49964925
2007Q4,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,MW.h,46165
2007Q4,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,CAN$,2059508.51
2007Q4,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,CAN$/MW.h,44.61190317
2007Q4,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,MW.h,209
2007Q4,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,CAN$,9211.49
2007Q4,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,CAN$/MW.h,44.07411483
2007Q4,Electricity,N/A,N/A,Pennsylvania,Nova Scotia,N/A,Imports,MW.h,18923
2007Q4,Electricity,N/A,N/A,Pennsylvania,Nova Scotia,N/A,Imports,CAN$,1868332
2007Q4,Electricity,N/A,N/A,Pennsylvania,Nova Scotia,N/A,Imports,CAN$/MW.h,98.73339323
2007Q4,Electricity,N/A,N/A,Pennsylvania,Ontario,N/A,Imports,MW.h,8626
2007Q4,Electricity,N/A,N/A,Pennsylvania,Ontario,N/A,Imports,CAN$,500798.71
2007Q4,Electricity,N/A,N/A,Pennsylvania,Ontario,N/A,Imports,CAN$/MW.h,58.05688732
2007Q4,Electricity,N/A,N/A,Pennsylvania,Québec,N/A,Imports,MW.h,10
2007Q4,Electricity,N/A,N/A,Pennsylvania,Québec,N/A,Imports,CAN$,803.45
2007Q4,Electricity,N/A,N/A,Pennsylvania,Québec,N/A,Imports,CAN$/MW.h,80.345
2007Q4,Electricity,N/A,N/A,Pennsylvania,Saskatchewan,N/A,Imports,MW.h,16
2007Q4,Electricity,N/A,N/A,Pennsylvania,Saskatchewan,N/A,Imports,CAN$,426.23
2007Q4,Electricity,N/A,N/A,Pennsylvania,Saskatchewan,N/A,Imports,CAN$/MW.h,26.639375
2007Q4,Electricity,N/A,N/A,South Dakota,British Columbia,N/A,Imports,MW.h,35
2007Q4,Electricity,N/A,N/A,South Dakota,British Columbia,N/A,Imports,CAN$,882.1
2007Q4,Electricity,N/A,N/A,South Dakota,British Columbia,N/A,Imports,CAN$/MW.h,25.20285714
2007Q4,Electricity,N/A,N/A,Texas,Ontario,N/A,Imports,MW.h,43564
2007Q4,Electricity,N/A,N/A,Texas,Ontario,N/A,Imports,CAN$,3302877.65
2007Q4,Electricity,N/A,N/A,Texas,Ontario,N/A,Imports,CAN$/MW.h,75.81667547
2007Q4,Electricity,N/A,N/A,Utah,British Columbia,N/A,Imports,MW.h,10747
2007Q4,Electricity,N/A,N/A,Utah,British Columbia,N/A,Imports,CAN$,384297.75
2007Q4,Electricity,N/A,N/A,Utah,British Columbia,N/A,Imports,CAN$/MW.h,35.75860705
2007Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,MW.h,175
2007Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$,21748.1
2007Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$/MW.h,124.2748571
2007Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,MW.h,192514
2007Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$,12523392.76
2007Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$/MW.h,65.05185472
2007Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,MW.h,1292610
2007Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$,75729106.58
2007Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$/MW.h,58.58619892
2007Q4,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,MW.h,38474
2007Q4,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,CAN$,1148978.85
2007Q4,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,CAN$/MW.h,29.86377424
2007Q4,Electricity,N/A,N/A,Alberta,North Dakota,N/A,Exports,MW.h,7671
2007Q4,Electricity,N/A,N/A,Alberta,North Dakota,N/A,Exports,CAN$,447874.52
2007Q4,Electricity,N/A,N/A,Alberta,North Dakota,N/A,Exports,CAN$/MW.h,58.3854152
2007Q4,Electricity,N/A,N/A,Alberta,Oregon,N/A,Exports,MW.h,125
2007Q4,Electricity,N/A,N/A,Alberta,Oregon,N/A,Exports,CAN$,5225
2007Q4,Electricity,N/A,N/A,Alberta,Oregon,N/A,Exports,CAN$/MW.h,41.8
2007Q4,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,MW.h,96691
2007Q4,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$,5336209.37
2007Q4,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$/MW.h,55.18827368
2007Q4,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,MW.h,328.8
2007Q4,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$,23637.75
2007Q4,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$/MW.h,71.89096715
2007Q4,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,MW.h,32472
2007Q4,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$,2550618.75
2007Q4,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$/MW.h,78.54824926
2007Q4,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,MW.h,690214.16
2007Q4,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$,45668855.51
2007Q4,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$/MW.h,66.16621066
2007Q4,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,MW.h,1131
2007Q4,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,CAN$,98492.24
2007Q4,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,CAN$/MW.h,87.08420866
2007Q4,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,MW.h,12746
2007Q4,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$,872188.72
2007Q4,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$/MW.h,68.42842617
2007Q4,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,MW.h,11017
2007Q4,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,CAN$,860523.71
2007Q4,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,CAN$/MW.h,78.10871471
2007Q4,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,MW.h,28494.5
2007Q4,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$,1669817.97
2007Q4,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$/MW.h,58.60141326
2007Q4,Electricity,N/A,N/A,British Columbia,Nebraska,N/A,Exports,MW.h,98
2007Q4,Electricity,N/A,N/A,British Columbia,Nebraska,N/A,Exports,CAN$,0
2007Q4,Electricity,N/A,N/A,British Columbia,Nebraska,N/A,Exports,CAN$/MW.h,0
2007Q4,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,MW.h,14394
2007Q4,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,CAN$,1028355.4
2007Q4,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,CAN$/MW.h,71.4433375
2007Q4,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,MW.h,9034
2007Q4,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,CAN$,756485.73
2007Q4,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,CAN$/MW.h,83.73762785
2007Q4,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,MW.h,518348.17
2007Q4,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$,33366824.29
2007Q4,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$/MW.h,64.37145189
2007Q4,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,MW.h,744
2007Q4,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,CAN$,75688.58
2007Q4,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,CAN$/MW.h,101.7319624
2007Q4,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,MW.h,3323
2007Q4,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,CAN$,264955.63
2007Q4,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,CAN$/MW.h,79.73386398
2007Q4,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,MW.h,1319957.18
2007Q4,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$,77131738.25
2007Q4,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$/MW.h,58.43503063
2007Q4,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,MW.h,7372
2007Q4,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,CAN$,609833.22
2007Q4,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,CAN$/MW.h,82.72290016
2007Q4,Electricity,N/A,N/A,Manitoba,Michigan,N/A,Exports,MW.h,46
2007Q4,Electricity,N/A,N/A,Manitoba,Michigan,N/A,Exports,CAN$,2726.89
2007Q4,Electricity,N/A,N/A,Manitoba,Michigan,N/A,Exports,CAN$/MW.h,59.28021739
2007Q4,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,MW.h,2370224.351
2007Q4,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,CAN$,103589428.7
2007Q4,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,CAN$/MW.h,Confidential
2007Q4,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,MW.h,324215.2
2007Q4,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$,23576173.96
2007Q4,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$/MW.h,68.99879235
2007Q4,Electricity,N/A,N/A,New Brunswick,New York,N/A,Exports,MW.h,37758
2007Q4,Electricity,N/A,N/A,New Brunswick,New York,N/A,Exports,CAN$,2280806.8
2007Q4,Electricity,N/A,N/A,New Brunswick,New York,N/A,Exports,CAN$/MW.h,60.40592192
2007Q4,Electricity,N/A,N/A,Nova Scotia,Maine,N/A,Exports,MW.h,5812
2007Q4,Electricity,N/A,N/A,Nova Scotia,Maine,N/A,Exports,CAN$,287918
2007Q4,Electricity,N/A,N/A,Nova Scotia,Maine,N/A,Exports,CAN$/MW.h,49.53854095
2007Q4,Electricity,N/A,N/A,Ontario,Illinois,N/A,Exports,MW.h,34551
2007Q4,Electricity,N/A,N/A,Ontario,Illinois,N/A,Exports,CAN$,1082151.32
2007Q4,Electricity,N/A,N/A,Ontario,Illinois,N/A,Exports,CAN$/MW.h,31.3204052
2007Q4,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,MW.h,5030
2007Q4,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,CAN$,285387.92
2007Q4,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,CAN$/MW.h,56.73716103
2007Q4,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,MW.h,3751
2007Q4,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,CAN$,255226.99
2007Q4,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,CAN$/MW.h,68.04238603
2007Q4,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,MW.h,374665.8
2007Q4,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$,19004825.72
2007Q4,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,50.72474114
2007Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,33290
2007Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,1814624.97
2007Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,49.19810664
2007Q4,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,MW.h,155
2007Q4,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,CAN$,8327.14
2007Q4,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,CAN$/MW.h,53.72348387
2007Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,2062330.556
2007Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,114583927.5
2007Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,55.22751048
2007Q4,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,MW.h,98536
2007Q4,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$,5090901.37
2007Q4,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$/MW.h,51.66539508
2007Q4,Electricity,N/A,N/A,Ontario,Texas,N/A,Exports,MW.h,41426
2007Q4,Electricity,N/A,N/A,Ontario,Texas,N/A,Exports,CAN$,2129592.06
2007Q4,Electricity,N/A,N/A,Ontario,Texas,N/A,Exports,CAN$/MW.h,51.40713706
2007Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,189.49
2007Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,15799.29
2007Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,83.3779619
2007Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,MW.h,13
2007Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$,1325.92
2007Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$/MW.h,101.9938462
2007Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,1457699
2007Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,111492059.4
2007Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,72.00695615
2007Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,1056359
2007Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$,73012382.25
2007Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$/MW.h,63.65057218
2007Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,MW.h,520748
2007Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$,34748224.79
2007Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$/MW.h,31.62457943
2007Q4,Electricity,N/A,N/A,Saskatchewan,Indiana,N/A,Exports,MW.h,774
2007Q4,Electricity,N/A,N/A,Saskatchewan,Indiana,N/A,Exports,CAN$,37548.03
2007Q4,Electricity,N/A,N/A,Saskatchewan,Indiana,N/A,Exports,CAN$/MW.h,48.51166667
2007Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,MW.h,42951
2007Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$,3027403.08
2007Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$/MW.h,70.48504296
2008Q1,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,MW.h,84900
2008Q1,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$,3992547.92
2008Q1,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$/MW.h,47.02647727
2008Q1,Electricity,N/A,N/A,California,Alberta,N/A,Imports,MW.h,25
2008Q1,Electricity,N/A,N/A,California,Alberta,N/A,Imports,CAN$,1402
2008Q1,Electricity,N/A,N/A,California,Alberta,N/A,Imports,CAN$/MW.h,56.08
2008Q1,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,MW.h,116790
2008Q1,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$,8487118.9
2008Q1,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$/MW.h,72.66991095
2008Q1,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,MW.h,334
2008Q1,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,CAN$,13324.28
2008Q1,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,CAN$/MW.h,39.89305389
2008Q1,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,MW.h,23769
2008Q1,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$,1143334.4
2008Q1,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$/MW.h,48.10191426
2008Q1,Electricity,N/A,N/A,Illinois,Ontario,N/A,Imports,MW.h,50
2008Q1,Electricity,N/A,N/A,Illinois,Ontario,N/A,Imports,CAN$,5949.5
2008Q1,Electricity,N/A,N/A,Illinois,Ontario,N/A,Imports,CAN$/MW.h,118.99
2008Q1,Electricity,N/A,N/A,Indiana,Alberta,N/A,Imports,MW.h,2112
2008Q1,Electricity,N/A,N/A,Indiana,Alberta,N/A,Imports,CAN$,78759.8
2008Q1,Electricity,N/A,N/A,Indiana,Alberta,N/A,Imports,CAN$/MW.h,37.29157197
2008Q1,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,MW.h,2660
2008Q1,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$,99824.93
2008Q1,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$/MW.h,37.52816917
2008Q1,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,MW.h,25399
2008Q1,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$,1377622.26
2008Q1,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$/MW.h,54.23923225
2008Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,MW.h,120616.5
2008Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,8434872.32
2008Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,69.93133046
2008Q1,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,MW.h,2218
2008Q1,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$,184389.11
2008Q1,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$/MW.h,83.1330523
2008Q1,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,MW.h,4
2008Q1,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,CAN$,185.35
2008Q1,Electricity,N/A,N/A,Massachusetts,Québec,N/A,Imports,CAN$/MW.h,46.3375
2008Q1,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,MW.h,11
2008Q1,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,CAN$,1018.7
2008Q1,Electricity,N/A,N/A,Michigan,Manitoba,N/A,Imports,CAN$/MW.h,92.60909091
2008Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,738150.217
2008Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,45186231.15
2008Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,61.21549531
2008Q1,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,MW.h,27466
2008Q1,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$,1858864.71
2008Q1,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$/MW.h,67.67875592
2008Q1,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,MW.h,15630
2008Q1,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,CAN$,1824501.82
2008Q1,Electricity,N/A,N/A,Minnesota,Alberta,N/A,Imports,CAN$/MW.h,116.7307626
2008Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,158917.5
2008Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,11101234.52
2008Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,69.85533072
2008Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,116629
2008Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,6275283.78
2008Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,53.80551818
2008Q1,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,MW.h,103
2008Q1,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,CAN$,2038.23
2008Q1,Electricity,N/A,N/A,Nebraska,British Columbia,N/A,Imports,CAN$/MW.h,19.78864078
2008Q1,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,MW.h,14437
2008Q1,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$,700658.13
2008Q1,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$/MW.h,48.53211401
2008Q1,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,MW.h,6743
2008Q1,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$,311694.73
2008Q1,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$/MW.h,46.22493401
2008Q1,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,MW.h,25805
2008Q1,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$,1024694.77
2008Q1,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$/MW.h,39.70915598
2008Q1,Electricity,N/A,N/A,New York,Alberta,N/A,Imports,MW.h,21
