Period,Product,Product subtype/Category/Commodity,Mode of transportation,Origin,Destination,Port,Activity,Units,Value
1996Q4,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,29.57178407
1996Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,54715
1996Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,1775631.56
1996Q4,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,32.45237248
1996Q4,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,MW.h,195164
1996Q4,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$,4949854.7
1996Q4,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$/MW.h,25.36253971
1996Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,1010349.09
1996Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,12359532.95
1996Q4,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,12.23293322
1996Q4,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,MW.h,795
1996Q4,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$,22026.18
1996Q4,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$/MW.h,27.70588679
1996Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,306
1996Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,22227.25
1996Q4,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,72.6380719
1996Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,MW.h,93996
1996Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$,2608194.67
1996Q4,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$/MW.h,27.74793257
1996Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,1948652
1996Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,57560309.64
1996Q4,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,29.53852696
1996Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,1010091
1996Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$,27005987.87
1996Q4,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$/MW.h,26.73619295
1996Q4,Electricity,N/A,N/A,Québec,Pennsylvania,N/A,Exports,MW.h,9314
1996Q4,Electricity,N/A,N/A,Québec,Pennsylvania,N/A,Exports,CAN$,267834.29
1996Q4,Electricity,N/A,N/A,Québec,Pennsylvania,N/A,Exports,CAN$/MW.h,28.75609727
1996Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,MW.h,677090
1996Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$,22322955.93
1996Q4,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$/MW.h,32.96896414
1996Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,MW.h,44669
1996Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$,402079.87
1996Q4,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$/MW.h,9.001317916
1996Q4,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,MW.h,30605.5
1996Q4,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,139224.88
1996Q4,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,4.549015046
1996Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,2751.1
1996Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,30644.23
1996Q4,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,11.1389008
1996Q4,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,MW.h,9871
1996Q4,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$,585555.98
1996Q4,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$/MW.h,59.32083679
1996Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,26213
1996Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,389846.24
1996Q4,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,14.87224812
1996Q4,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,MW.h,301
1996Q4,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$,16285.23
1996Q4,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$/MW.h,54.10375415
1996Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,30
1996Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,2167.48
1996Q4,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,72.24933333
1996Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,MW.h,829
1996Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$,19191.85
1996Q4,Electricity,N/A,N/A,New England-ISO,Québec,N/A,Imports,CAN$/MW.h,23.15060314
1996Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,MW.h,637404
1996Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$,981942.75
1996Q4,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$/MW.h,1.540534339
1996Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,MW.h,71589
1996Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$,859345.51
1996Q4,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$/MW.h,12.00387643
1996Q4,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,MW.h,1025
1996Q4,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,CAN$,17915.05
1996Q4,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,CAN$/MW.h,17.47809756
1996Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,MW.h,41919
1996Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$,370200.85
1996Q4,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$/MW.h,8.831337818
1996Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,MW.h,47431
1996Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$,1585849.68
1996Q4,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$/MW.h,33.43487761
1996Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,MW.h,1344
1996Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$,46656.02
1996Q4,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$/MW.h,34.7143006
1996Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,MW.h,1431295
1996Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$,2862271
1996Q4,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$/MW.h,1.999777125
1997Q1,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,MW.h,1300
1997Q1,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$,70939
1997Q1,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$/MW.h,54.56846154
1997Q1,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,MW.h,332.42
1997Q1,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$,32175
1997Q1,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$/MW.h,96.79020516
1997Q1,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,MW.h,28725
1997Q1,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$,557452.84
1997Q1,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$/MW.h,19.40653925
1997Q1,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,MW.h,5462
1997Q1,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$,150979.74
1997Q1,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$/MW.h,27.64184182
1997Q1,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,MW.h,1820
1997Q1,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$,56001.77
1997Q1,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$/MW.h,30.7702033
1997Q1,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,MW.h,22722
1997Q1,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$,650218.91
1997Q1,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$/MW.h,28.61627101
1997Q1,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,MW.h,946627
1997Q1,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$,12704761.2
1997Q1,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$/MW.h,13.42108476
1997Q1,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,MW.h,1745
1997Q1,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,CAN$,19223.06
1997Q1,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,CAN$/MW.h,11.01608023
1997Q1,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,MW.h,1861669.873
1997Q1,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,CAN$,39081948.87
1997Q1,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,CAN$/MW.h,20.99295339
1997Q1,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,MW.h,18304
1997Q1,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,CAN$,359610.15
1997Q1,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,CAN$/MW.h,19.64653354
1997Q1,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,MW.h,2980
1997Q1,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,CAN$,51175.47
1997Q1,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,CAN$/MW.h,17.17297651
1997Q1,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,MW.h,98705
1997Q1,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,CAN$,1371002.13
1997Q1,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,CAN$/MW.h,13.88989545
1997Q1,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,MW.h,267797
1997Q1,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,CAN$,5586242.15
1997Q1,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,CAN$/MW.h,20.85998779
1997Q1,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,MW.h,752674.535
1997Q1,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$,31979394.4
1997Q1,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$/MW.h,42.48767949
1997Q1,Electricity,N/A,N/A,New Brunswick,New England-ISO,N/A,Exports,MW.h,25640
1997Q1,Electricity,N/A,N/A,New Brunswick,New England-ISO,N/A,Exports,CAN$,1045167.98
1997Q1,Electricity,N/A,N/A,New Brunswick,New England-ISO,N/A,Exports,CAN$/MW.h,40.76318175
1997Q1,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,MW.h,753056.026
1997Q1,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$,19493608.13
1997Q1,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,25.88599979
1997Q1,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,80645
1997Q1,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,2207088.61
1997Q1,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,27.3679535
1997Q1,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,MW.h,10735
1997Q1,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$,250399.78
1997Q1,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$/MW.h,23.32555007
1997Q1,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,MW.h,346324
1997Q1,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$,9030905.7
1997Q1,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$/MW.h,26.0764651
1997Q1,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,1020348.513
1997Q1,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,15480926.66
1997Q1,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,15.17219505
1997Q1,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,MW.h,3950
1997Q1,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$,139181.7
1997Q1,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$/MW.h,35.23587342
1997Q1,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,MW.h,9332
1997Q1,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$,235265.3
1997Q1,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$/MW.h,25.21059794
1997Q1,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,281
1997Q1,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,19398.51
1997Q1,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,69.03384342
1997Q1,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,MW.h,79596
1997Q1,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$,2721917.89
1997Q1,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$/MW.h,34.19666679
1997Q1,Electricity,N/A,N/A,Québec,Nebraska,N/A,Exports,MW.h,781243
1997Q1,Electricity,N/A,N/A,Québec,Nebraska,N/A,Exports,CAN$,25193396.44
1997Q1,Electricity,N/A,N/A,Québec,Nebraska,N/A,Exports,CAN$/MW.h,32.24783638
1997Q1,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,1119133
1997Q1,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,33298923.42
1997Q1,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,29.75421458
1997Q1,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,654578
1997Q1,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$,18985272.73
1997Q1,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$/MW.h,29.00383565
1997Q1,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,MW.h,653987
1997Q1,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$,21572862.65
1997Q1,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$/MW.h,32.98668422
1997Q1,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,MW.h,10055
1997Q1,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$,53071.71
1997Q1,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$/MW.h,5.278141223
1997Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,MW.h,5996.6
1997Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,159158.12
1997Q1,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,26.54139346
1997Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,3441.7
1997Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,18978.89
1997Q1,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,5.514394049
1997Q1,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,MW.h,-560
1997Q1,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$,0
1997Q1,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$/MW.h,0
1997Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,805
1997Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,11814.62
1997Q1,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,14.67654658
1997Q1,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,MW.h,826.6
1997Q1,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$,45518.84
1997Q1,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$/MW.h,55.06755383
1997Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,37
1997Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,2681.04
1997Q1,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,72.46054054
1997Q1,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,MW.h,407548
1997Q1,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$,1373920.2
1997Q1,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$/MW.h,3.371186216
1997Q1,Electricity,N/A,N/A,New York,Québec,N/A,Imports,MW.h,299175
1997Q1,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$,886151.69
1997Q1,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$/MW.h,2.961984424
1997Q1,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,MW.h,325
1997Q1,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,CAN$,5476.25
1997Q1,Electricity,N/A,N/A,North Dakota,Manitoba,N/A,Imports,CAN$/MW.h,16.85
1997Q1,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,MW.h,105677
1997Q1,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$,846747.83
1997Q1,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$/MW.h,8.012602837
1997Q1,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,MW.h,57055
1997Q1,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$,2025869.91
1997Q1,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$/MW.h,35.50731592
1997Q1,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,MW.h,17485
1997Q1,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$,255250
1997Q1,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$/MW.h,14.59822705
1997Q1,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,MW.h,1405105
1997Q1,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$,13158655.98
1997Q1,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$/MW.h,9.364891577
1997Q2,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,MW.h,25650
1997Q2,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$,625976.75
1997Q2,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$/MW.h,24.40455166
1997Q2,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,MW.h,303.08
1997Q2,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$,19812
1997Q2,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$/MW.h,65.3688795
1997Q2,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,MW.h,39950
1997Q2,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$,590920.9
1997Q2,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$/MW.h,14.79151189
1997Q2,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,MW.h,292330
1997Q2,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$,6246651.61
1997Q2,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$/MW.h,21.36849318
1997Q2,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,MW.h,3300
1997Q2,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,CAN$,73451.94
1997Q2,Electricity,N/A,N/A,British Columbia,Colorado,N/A,Exports,CAN$/MW.h,22.25816364
1997Q2,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,MW.h,29099
1997Q2,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$,689597.27
1997Q2,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$/MW.h,23.69831506
1997Q2,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,MW.h,4242
1997Q2,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$,104935.04
1997Q2,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$/MW.h,24.73716172
1997Q2,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,MW.h,74391
1997Q2,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$,1604914.12
1997Q2,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$/MW.h,21.57403611
1997Q2,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,MW.h,910424.169
1997Q2,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$,15967735.6
1997Q2,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$/MW.h,17.53878702
1997Q2,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,MW.h,39461
1997Q2,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,CAN$,385133.59
1997Q2,Electricity,N/A,N/A,Manitoba,Iowa,N/A,Exports,CAN$/MW.h,9.75985378
1997Q2,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,MW.h,2804354.717
1997Q2,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,CAN$,52757740.4
1997Q2,Electricity,N/A,N/A,Manitoba,Minnesota,N/A,Exports,CAN$/MW.h,18.81279143
1997Q2,Electricity,N/A,N/A,Manitoba,Nebraska,N/A,Exports,MW.h,5
1997Q2,Electricity,N/A,N/A,Manitoba,Nebraska,N/A,Exports,CAN$,203.35
1997Q2,Electricity,N/A,N/A,Manitoba,Nebraska,N/A,Exports,CAN$/MW.h,40.67
1997Q2,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,MW.h,21356
1997Q2,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,CAN$,384859.87
1997Q2,Electricity,N/A,N/A,Manitoba,North Dakota,N/A,Exports,CAN$/MW.h,18.02115892
1997Q2,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,MW.h,75139
1997Q2,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,CAN$,1191473.47
1997Q2,Electricity,N/A,N/A,Manitoba,South Dakota,N/A,Exports,CAN$/MW.h,15.85692477
1997Q2,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,MW.h,129910
1997Q2,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,CAN$,1657666.12
1997Q2,Electricity,N/A,N/A,Manitoba,Texas,N/A,Exports,CAN$/MW.h,12.76011177
1997Q2,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,MW.h,193787
1997Q2,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,CAN$,3707980.99
1997Q2,Electricity,N/A,N/A,Manitoba,Wisconsin,N/A,Exports,CAN$/MW.h,19.13431236
1997Q2,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,MW.h,999915.791
1997Q2,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$,37825080.35
1997Q2,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$/MW.h,37.82826583
1997Q2,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,MW.h,1289307.931
1997Q2,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$,28268996.39
1997Q2,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,21.92571356
1997Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,80375
1997Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,2063855.11
1997Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,25.67782407
1997Q2,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,MW.h,66542
1997Q2,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$,1451493.14
1997Q2,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$/MW.h,21.81318776
1997Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,MW.h,320553
1997Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$,7585920.85
1997Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$/MW.h,23.66510639
1997Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,633742.214
1997Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,7703058.85
1997Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,12.1548773
1997Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,MW.h,91952
1997Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$,2012041.48
1997Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$/MW.h,21.88143249
1997Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,MW.h,5599
1997Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$,136350.18
1997Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$/MW.h,24.35259511
1997Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,432
1997Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,29510.64
1997Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,68.31166667
1997Q2,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,MW.h,37567
1997Q2,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$,1325452.56
1997Q2,Electricity,N/A,N/A,Québec,Massachusetts,N/A,Exports,CAN$/MW.h,35.28236378
1997Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,1246750
1997Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,38822249.55
1997Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,31.13876042
1997Q2,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,416251
