Period,Product,Product subtype/Category/Commodity,Mode of transportation,Origin,Destination,Port,Activity,Units,Value
2013Q2,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,33.03119754
2013Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,32252.8
2013Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,893564.2134
2013Q2,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,27.70501207
2013Q2,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,MW.h,799
2013Q2,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,CAN$,39343.45
2013Q2,Electricity,N/A,N/A,Ontario,Missouri,N/A,Exports,CAN$/MW.h,49.24086358
2013Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,MW.h,166525.763
2013Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$,6367715.55
2013Q2,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$/MW.h,38.23862107
2013Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,1909064.926
2013Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,59263295.26
2013Q2,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,31.04310098
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,MW.h,125349
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$,4785816.6
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$/MW.h,38.17993442
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,MW.h,461312.064
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,CAN$,17354312.81
2013Q2,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,CAN$/MW.h,37.61946449
2013Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,MW.h,189
2013Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$,8540.6
2013Q2,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$/MW.h,45.18835979
2013Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,599351
2013Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,22582703.22
2013Q2,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,37.67859438
2013Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,444005
2013Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,17708162.6
2013Q2,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,39.88279997
2013Q2,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,2451190
2013Q2,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$,75108350.51
2013Q2,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$/MW.h,30.64158654
2013Q2,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,MW.h,2871567
2013Q2,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$,101286106.2
2013Q2,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$/MW.h,35.27206791
2013Q2,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,MW.h,16694
2013Q2,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$,372011
2013Q2,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$/MW.h,22.28411405
2013Q2,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,MW.h,600
2013Q2,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$,8955.74
2013Q2,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$/MW.h,14.92623333
2013Q2,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,MW.h,9091
2013Q2,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$,-187212.13
2013Q2,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$/MW.h,-20.59312837
2013Q2,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,MW.h,2054
2013Q2,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$,23005.45
2013Q2,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$/MW.h,11.20031646
2013Q2,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,MW.h,436
2013Q2,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$,17357.16
2013Q2,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$/MW.h,39.81
2013Q2,Electricity,N/A,N/A,Indiana,Manitoba,N/A,Imports,MW.h,1863
2013Q2,Electricity,N/A,N/A,Indiana,Manitoba,N/A,Imports,CAN$,536331.93
2013Q2,Electricity,N/A,N/A,Indiana,Manitoba,N/A,Imports,CAN$/MW.h,287.8861675
2013Q2,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,MW.h,30
2013Q2,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$,727.05
2013Q2,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$/MW.h,24.235
2013Q2,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,MW.h,48127.1
2013Q2,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,1935768.54
2013Q2,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,40.22200673
2013Q2,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,MW.h,450
2013Q2,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$,7480.38
2013Q2,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$/MW.h,16.62306667
2013Q2,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,4615.8
2013Q2,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,249164.47
2013Q2,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,53.9807769
2013Q2,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,MW.h,21314
2013Q2,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$,674685.65
2013Q2,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$/MW.h,31.6545768
2013Q2,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,MW.h,0
2013Q2,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$,0
2013Q2,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$/MW.h,0
2013Q2,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,25
2013Q2,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,615.62
2013Q2,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,24.6248
2013Q2,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,MW.h,10
2013Q2,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$,128.48
2013Q2,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$/MW.h,12.848
2013Q2,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,79099
2013Q2,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,1235420.39
2013Q2,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,15.61866003
2013Q2,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,MW.h,69
2013Q2,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$,2004.77
2013Q2,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$/MW.h,29.05463768
2013Q2,Electricity,N/A,N/A,New England-ISO,Ontario,N/A,Imports,MW.h,2003
2013Q2,Electricity,N/A,N/A,New England-ISO,Ontario,N/A,Imports,CAN$,43024.1
2013Q2,Electricity,N/A,N/A,New England-ISO,Ontario,N/A,Imports,CAN$/MW.h,21.47983025
2013Q2,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,MW.h,50
2013Q2,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$,51.56
2013Q2,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$/MW.h,1.0312
2013Q2,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,MW.h,30540.02
2013Q2,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$,1336276.49
2013Q2,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$/MW.h,43.75493173
2013Q2,Electricity,N/A,N/A,New York,Québec,N/A,Imports,MW.h,23781
2013Q2,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$,462802.43
2013Q2,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$/MW.h,19.46101636
2013Q2,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,MW.h,18365
2013Q2,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$,484211.4
2013Q2,Electricity,N/A,N/A,North Dakota,Saskatchewan,N/A,Imports,CAN$/MW.h,26.36598965
2013Q2,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,MW.h,130564
2013Q2,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,CAN$,1895502.34
2013Q2,Electricity,N/A,N/A,Oregon,British Columbia,N/A,Imports,CAN$/MW.h,14.5178023
2013Q2,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,MW.h,6960
2013Q2,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,CAN$,191348.77
2013Q2,Electricity,N/A,N/A,Pennsylvania,British Columbia,N/A,Imports,CAN$/MW.h,27.49263937
2013Q2,Electricity,N/A,N/A,Pennsylvania Jersey Maryland Power Pool,Ontario,N/A,Imports,MW.h,50
2013Q2,Electricity,N/A,N/A,Pennsylvania Jersey Maryland Power Pool,Ontario,N/A,Imports,CAN$,2740
2013Q2,Electricity,N/A,N/A,Pennsylvania Jersey Maryland Power Pool,Ontario,N/A,Imports,CAN$/MW.h,54.8
2013Q2,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,MW.h,88
2013Q2,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$,2935.24
2013Q2,Electricity,N/A,N/A,Vermont,Québec,N/A,Imports,CAN$/MW.h,33.355
2013Q2,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,MW.h,138925
2013Q2,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$,4787548.53
2013Q2,Electricity,N/A,N/A,Washington,Alberta,N/A,Imports,CAN$/MW.h,34.46138945
2013Q2,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,MW.h,2295461.41
2013Q2,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$,59697942.46
2013Q2,Electricity,N/A,N/A,Washington,British Columbia,N/A,Imports,CAN$/MW.h,26.00694666
2013Q2,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,MW.h,294
2013Q2,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,CAN$,3582.24
2013Q2,Electricity,N/A,N/A,Wyoming,British Columbia,N/A,Imports,CAN$/MW.h,12.1844898
2013Q3,Electricity,N/A,N/A,Alberta,Montana,N/A,Exports,MW.h,330.77
2013Q3,Electricity,N/A,N/A,Alberta,Montana,N/A,Exports,CAN$,11233.47
2013Q3,Electricity,N/A,N/A,Alberta,Montana,N/A,Exports,CAN$/MW.h,33.96157451
2013Q3,Electricity,N/A,N/A,Alberta,New York,N/A,Exports,MW.h,16171
2013Q3,Electricity,N/A,N/A,Alberta,New York,N/A,Exports,CAN$,464975.5
2013Q3,Electricity,N/A,N/A,Alberta,New York,N/A,Exports,CAN$/MW.h,28.75366397
2013Q3,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,MW.h,9734
2013Q3,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$,233209.83
2013Q3,Electricity,N/A,N/A,Alberta,Washington,N/A,Exports,CAN$/MW.h,23.95827306
2013Q3,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,MW.h,214.08
2013Q3,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$,15400.17
2013Q3,Electricity,N/A,N/A,British Columbia,Alaska,N/A,Exports,CAN$/MW.h,71.93651906
2013Q3,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,MW.h,6316
2013Q3,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$,409545.2379
2013Q3,Electricity,N/A,N/A,British Columbia,Arizona,N/A,Exports,CAN$/MW.h,64.84250125
2013Q3,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,MW.h,671582.2886
2013Q3,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$,34022579.9
2013Q3,Electricity,N/A,N/A,British Columbia,California,N/A,Exports,CAN$/MW.h,50.66032932
2013Q3,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,MW.h,9890
2013Q3,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$,721313.1448
2013Q3,Electricity,N/A,N/A,British Columbia,Idaho,N/A,Exports,CAN$/MW.h,72.9335839
2013Q3,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,MW.h,1023
2013Q3,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,CAN$,57661.5264
2013Q3,Electricity,N/A,N/A,British Columbia,Indiana,N/A,Exports,CAN$/MW.h,56.36512845
2013Q3,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,MW.h,14414
2013Q3,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$,897734.823
2013Q3,Electricity,N/A,N/A,British Columbia,Montana,N/A,Exports,CAN$/MW.h,62.28214396
2013Q3,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,MW.h,6510.308
2013Q3,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,CAN$,378359.3964
2013Q3,Electricity,N/A,N/A,British Columbia,Nevada,N/A,Exports,CAN$/MW.h,58.11697333
2013Q3,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,MW.h,7383
2013Q3,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,CAN$,456229.0103
2013Q3,Electricity,N/A,N/A,British Columbia,New Mexico,N/A,Exports,CAN$/MW.h,61.79452936
2013Q3,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,MW.h,232188.3012
2013Q3,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$,12178460.84
2013Q3,Electricity,N/A,N/A,British Columbia,Oregon,N/A,Exports,CAN$/MW.h,52.45079435
2013Q3,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,MW.h,672
2013Q3,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,CAN$,49492.4162
2013Q3,Electricity,N/A,N/A,British Columbia,Pennsylvania,N/A,Exports,CAN$/MW.h,73.64942887
2013Q3,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,MW.h,45876
2013Q3,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,CAN$,3394317.431
2013Q3,Electricity,N/A,N/A,British Columbia,Utah,N/A,Exports,CAN$/MW.h,73.98895786
2013Q3,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,MW.h,953550.5718
2013Q3,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$,39967948.91
2013Q3,Electricity,N/A,N/A,British Columbia,Washington,N/A,Exports,CAN$/MW.h,41.91487069
2013Q3,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,MW.h,1845
2013Q3,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,CAN$,136103.794
2013Q3,Electricity,N/A,N/A,British Columbia,Wyoming,N/A,Exports,CAN$/MW.h,73.76899404
2013Q3,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,MW.h,3676973.576
2013Q3,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,CAN$,115915904.6
2013Q3,Electricity,N/A,N/A,Manitoba,Minn / N. Dakota,N/A,Exports,CAN$/MW.h,Confidential
2013Q3,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,MW.h,742966
2013Q3,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$,36790851.35
2013Q3,Electricity,N/A,N/A,New Brunswick,Maine,N/A,Exports,CAN$/MW.h,49.51888963
2013Q3,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,MW.h,4625
2013Q3,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,CAN$,147296.1
2013Q3,Electricity,N/A,N/A,Ontario,Indiana,N/A,Exports,CAN$/MW.h,31.84780541
2013Q3,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,MW.h,0
2013Q3,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,CAN$,0
2013Q3,Electricity,N/A,N/A,Ontario,Massachusetts,N/A,Exports,CAN$/MW.h,0
2013Q3,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,MW.h,1713584.994
2013Q3,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$,57916448.17
2013Q3,Electricity,N/A,N/A,Ontario,Michigan,N/A,Exports,CAN$/MW.h,33.79840998
2013Q3,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,MW.h,47062
2013Q3,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$,1339750.542
2013Q3,Electricity,N/A,N/A,Ontario,Minnesota,N/A,Exports,CAN$/MW.h,28.46777744
2013Q3,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,MW.h,99.996
2013Q3,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$,2996.64
2013Q3,Electricity,N/A,N/A,Ontario,Nebraska,N/A,Exports,CAN$/MW.h,29.9675987
2013Q3,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,MW.h,302068.806
2013Q3,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$,11270455.19
2013Q3,Electricity,N/A,N/A,Ontario,New England-ISO,N/A,Exports,CAN$/MW.h,37.31088734
2013Q3,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,MW.h,1806037.038
2013Q3,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$,58298212.7
2013Q3,Electricity,N/A,N/A,Ontario,New York,N/A,Exports,CAN$/MW.h,32.27963296
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,MW.h,120677
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$,4447617.23
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania,N/A,Exports,CAN$/MW.h,36.85555019
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,MW.h,333156.944
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,CAN$,13629693.83
2013Q3,Electricity,N/A,N/A,Ontario,Pennsylvania Jersey Maryland Power Pool,N/A,Exports,CAN$/MW.h,40.91073014
2013Q3,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,MW.h,92
2013Q3,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$,5862
2013Q3,Electricity,N/A,N/A,Ontario,Vermont,N/A,Exports,CAN$/MW.h,63.7173913
2013Q3,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,MW.h,817281
2013Q3,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$,32373930.86
2013Q3,Electricity,N/A,N/A,Québec,Maine,N/A,Exports,CAN$/MW.h,39.61175025
2013Q3,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,MW.h,223439
2013Q3,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$,10015505.66
2013Q3,Electricity,N/A,N/A,Québec,New England-ISO,N/A,Exports,CAN$/MW.h,44.8243398
2013Q3,Electricity,N/A,N/A,Québec,New York,N/A,Exports,MW.h,3271227
2013Q3,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$,99494108.42
2013Q3,Electricity,N/A,N/A,Québec,New York,N/A,Exports,CAN$/MW.h,30.41492028
2013Q3,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,MW.h,2800917
2013Q3,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$,99970365.28
2013Q3,Electricity,N/A,N/A,Québec,Vermont,N/A,Exports,CAN$/MW.h,35.69201275
2013Q3,Electricity,N/A,N/A,Saskatchewan,Michigan,N/A,Exports,MW.h,491
2013Q3,Electricity,N/A,N/A,Saskatchewan,Michigan,N/A,Exports,CAN$,14784.56
2013Q3,Electricity,N/A,N/A,Saskatchewan,Michigan,N/A,Exports,CAN$/MW.h,30.11112016
2013Q3,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,MW.h,37993
2013Q3,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$,1365867.93
2013Q3,Electricity,N/A,N/A,Saskatchewan,North Dakota,N/A,Exports,CAN$/MW.h,35.95051536
2013Q3,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,MW.h,1838
2013Q3,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$,37073.3654
2013Q3,Electricity,N/A,N/A,Arizona,British Columbia,N/A,Imports,CAN$/MW.h,20.1704926
2013Q3,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,MW.h,19981
2013Q3,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$,-1912412.064
2013Q3,Electricity,N/A,N/A,California,British Columbia,N/A,Imports,CAN$/MW.h,-95.71152915
2013Q3,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,MW.h,10
2013Q3,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,CAN$,145.7106
2013Q3,Electricity,N/A,N/A,Colorado,British Columbia,N/A,Imports,CAN$/MW.h,14.57106
2013Q3,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,MW.h,12409
2013Q3,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$,147396.691
2013Q3,Electricity,N/A,N/A,Idaho,British Columbia,N/A,Imports,CAN$/MW.h,11.87820864
2013Q3,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,MW.h,502
2013Q3,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$,6717.3696
2013Q3,Electricity,N/A,N/A,Indiana,British Columbia,N/A,Imports,CAN$/MW.h,13.38121434
2013Q3,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,MW.h,0
2013Q3,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$,0
2013Q3,Electricity,N/A,N/A,Indiana,Ontario,N/A,Imports,CAN$/MW.h,0
2013Q3,Electricity,N/A,N/A,Indiana,Saskatchewan,N/A,Imports,MW.h,1193
2013Q3,Electricity,N/A,N/A,Indiana,Saskatchewan,N/A,Imports,CAN$,99990.05
2013Q3,Electricity,N/A,N/A,Indiana,Saskatchewan,N/A,Imports,CAN$/MW.h,83.81395641
2013Q3,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,MW.h,19928.9
2013Q3,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$,734630.39
2013Q3,Electricity,N/A,N/A,Maine,New Brunswick,N/A,Imports,CAN$/MW.h,36.86256592
2013Q3,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,MW.h,450
2013Q3,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$,7480.38
2013Q3,Electricity,N/A,N/A,Massachusetts,Ontario,N/A,Imports,CAN$/MW.h,16.62306667
2013Q3,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,MW.h,17783.8
2013Q3,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$,768940.6399
2013Q3,Electricity,N/A,N/A,Michigan,Ontario,N/A,Imports,CAN$/MW.h,43.23826403
2013Q3,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,MW.h,7622
2013Q3,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$,724975.61
2013Q3,Electricity,N/A,N/A,Minn / N. Dakota,Manitoba,N/A,Imports,CAN$/MW.h,95.11619129
2013Q3,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,MW.h,0
2013Q3,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$,0
2013Q3,Electricity,N/A,N/A,Minnesota,Manitoba,N/A,Imports,CAN$/MW.h,0
2013Q3,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,MW.h,686
2013Q3,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$,13178.1058
2013Q3,Electricity,N/A,N/A,Minnesota,Ontario,N/A,Imports,CAN$/MW.h,19.21006676
2013Q3,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,MW.h,7392.35
2013Q3,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$,181114.04
2013Q3,Electricity,N/A,N/A,Montana,Alberta,N/A,Imports,CAN$/MW.h,24.50019818
2013Q3,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,MW.h,80599.4079
2013Q3,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$,1750546.916
2013Q3,Electricity,N/A,N/A,Montana,British Columbia,N/A,Imports,CAN$/MW.h,21.71910392
2013Q3,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,MW.h,266
2013Q3,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$,7758.4933
2013Q3,Electricity,N/A,N/A,Nevada,British Columbia,N/A,Imports,CAN$/MW.h,29.16726805
2013Q3,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,MW.h,1189
2013Q3,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$,21774.165
2013Q3,Electricity,N/A,N/A,New Mexico,British Columbia,N/A,Imports,CAN$/MW.h,18.31300673
2013Q3,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,MW.h,1369.95
2013Q3,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,CAN$,132355.31
2013Q3,Electricity,N/A,N/A,New York,New Brunswick,N/A,Imports,CAN$/MW.h,96.61324136
2013Q3,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,MW.h,42269.5
2013Q3,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$,2636228.208
2013Q3,Electricity,N/A,N/A,New York,Ontario,N/A,Imports,CAN$/MW.h,62.36714909
2013Q3,Electricity,N/A,N/A,New York,Québec,N/A,Imports,MW.h,59808
2013Q3,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$,2073702.067
2013Q3,Electricity,N/A,N/A,New York,Québec,N/A,Imports,CAN$/MW.h,34.67265361
